Rank,StrategyAndRecommendation,Stockname,Ticker,Exchange,StopBuy,StopLoss,PositionSize,RiskModels,Target Price,Stock Current Prize,Pos. Probability Distribution,Original News
3.0,{'SimplePatternNewsStrategy': ['BUY', '2018-08-31 11:38:24.796298']},Compagnie de Saint-Gobain S.A.,SGO,,0,0,0,,0,0,0.89,31.08.2018 um 08:55, ANALYSE FLASH: Merrill Lynch hebt Saint Gobain auf buy
-3.0,{'SimplePatternNewsStrategy': ['SELL', '2018-08-31 11:38:24.796298']},LAFARGEHOLCIM,HLBN,,0,0,0,,0,0,0.07,31.08.2018 um 08:59, ANALYSE FLASH: Merrill Lynch senkt LafargeHolcim auf underperform
-2.0,{'SimplePatternNewsStrategy': ['SELL', '2018-08-31 11:38:24.796298']},ADLER,ES0105984001,,0,0,0,,18.0,0,0.43,31.08.2018 um 09:25, ANALYSE FLASH: Equinet bel�sst Adler Real Estate auf buy    18 �
3.0,{'SimplePatternNewsStrategy': ['BUY', '2018-08-31 11:38:24.796298']},Pacer Benchmark Retail RE SCTR ETF,RTL,,0,0,0,,76.0,28.56,0.89,31.08.2018 um 11:36, ANALYSE FLASH: Warburg Research hebt RTL auf buy    76 �
-2.0,{'SimplePatternNewsStrategy': ['SELL', '2018-08-31 11:38:24.796298']},AROUNDTOWN,AT1,,0,0,0,,8.2,0,0.43,29.08.2018 um 09:39, ANALYSE FLASH: Goldman bel�sst Aroundtown auf buy    8.20 �
3.0,{'SimplePatternNewsStrategy': ['BUY', '2018-08-31 11:43:32.054494']},STROEER SE + CO. KGAA,SAX,,0,0,0,,72.0,0,0.89,29.08.2018 um 07:30, ANALYSE FLASH: HSBC hebt Str�er auf buy    72 �
3.0,{'SimplePatternNewsStrategy': ['BUY', '2018-08-31 11:43:32.054494']},United Technologies Corporation,UTX,,0,0,0,,56.0,132.59,0.89,29.08.2018 um 08:31, ANALYSE FLASH: Kepler Cheuvreux hebt United Internet auf buy    56 �
-3.0,{'SimplePatternNewsStrategy': ['SELL', '2018-08-31 11:43:32.054494']},China Television Company, Ltd.,9928,,0,0,0,,5.5,0,0.07,29.08.2018 um 08:46, ANALYSE FLASH: JPMorgan bel�sst Tele Columbus auf neutral    5.50 �
-3.0,{'SimplePatternNewsStrategy': ['SELL', '2018-08-31 11:43:32.054494']},Pacer Benchmark Retail RE SCTR ETF,RTL,,0,0,0,,69.0,28.56,0.07,29.08.2018 um 09:28, ANALYSE FLASH: Goldman bel�sst RTL auf neutral    69 �
3.0,{'SimplePatternNewsStrategy': ['BUY', '2018-08-31 11:43:32.054494']},AROUNDTOWN,AT1,,0,0,0,,9.0,0,0.89,29.08.2018 um 09:33, ANALYSE FLASH: Deutsche Bank hebt  f�r Aroundtown auf 9 �   buy
